id,query,intent,slots,domain,action
1740,please tell me the name of this song that is currently playing,music_query,[],music,query
270,what's the time,datetime_query,[],datetime,query
6047,do i require a winter jacket this am,weather_query,"['weather_descriptor : winter jacket', 'timeofday : this am']",weather,query
16896,who has sent me an email in the past week,email_query,['date : the past week'],email,query
9920,what's the recipe for pasta sauce,cooking_recipe,['food_type : pasta sauce'],cooking,recipe
2388,who's the singer,music_query,[],music,query
2634,lower the speakers,audio_volume_down,[],iot,volume_down
13671,who is currently the oldest living person in the world,qa_factoid,['content:currently the oldest living person in the world'],qa,factoid
4996,help me to mute my speaker,audio_volume_mute,[],iot,volume_mute
5325,hi there do you offer home delivery for orders,takeaway_query,['order_type : delivery'],takeaway,query
1136,what is the breaking news for the day,news_query,['descriptor:breaking'],news,query
14019,give me the definition of carion,qa_definition,['definition_word : carion'],qa,definition
1761,give the latest updates on narendra modi,news_query,['news_topic : narendra modi'],news,query
13005,what would you look like if you were a real human being,general_quirky,['content:what would you look like if you were a real human being'],qa,quirky
852,turn up lights,iot_hue_lightup,[],iot,hue_lightup
14037,where is yellowstone park,qa_factoid,['content:where is yellowstone park'],qa,factoid
7858,where is baseball practice happening tomorrow,calendar_query,"['event_name : baseball practice', 'date : tomorrow']",calendar,query
1521,decrease the volume to ten,audio_volume_other,['change_to : ten'],iot,volume_down
8770,remove upcoming calendar event,calendar_remove,[],calendar,remove
4522,are there any recall news,news_query,['news_topic:recall'],news,query
2486,what is the time over in florida,datetime_query,['place_name : florida'],datetime,query
10084,what is an alternative to flour,general_quirky,['content:what is an alternative to flour'],qa,quirky
13539,what does the title of the leo dicaprio movie mean,general_quirky,['content:what does the title of the leo dicaprio movie mean'],qa,quirky
10067,how do i make mashed potatoes,cooking_recipe,['food_type : mashed potatoes'],cooking,recipe
5587,is today a sunscreen day,weather_query,"['date : today', 'weather_descriptor : sunscreen']",weather,query
1369,can to play ccn news for me,news_query,['media_type : ccn'],news,query
16044,send mail to sanantha about body exercise schedule,email_sendemail,"['to_person : sanantha','content:body exercise schedule']",email,sendemail
13273,i need to know about the height of mount everest,qa_factoid,['content:the height of mount everest'],qa,factoid
13229,longest river in the world,qa_factoid,['content:longest river in the world'],qa,factoid
9745,audio start,play_audiobook,[],audiobook,audiobook
14805,when is madonna's birthday,qa_factoid,"[""content:when is madonna's birthday""]",qa,factoid
735,could you please lower your volume,audio_volume_down,[],iot,volume_down
6837,set an alarm for the dance classes two hours before the classes start,alarm_set,"['event_name : dance classes', 'time : two hours before the classes start']",alarm,set
13151,what does the hyphen represent in the equation,general_quirky,['content:what does the hyphen represent in the equation'],qa,quirky
12552,could you please book me a taxi going to location,transport_taxi,['transport_type : taxi'],transport,taxi
9985,can we make steak with chicken,cooking_recipe,['food_type : steak with chicken'],cooking,recipe
12642,i need to leave on the five pm train to rockville,transport_ticket,"['time : five pm', 'transport_type : train', 'to_place_name : rockville']",transport,ticket
16277,do i have new mail,email_query,['descriptor:new'],email,query
16216,look up the senders and subjects of recent email,email_query,['descriptor:recent'],email,query
13020,divide one thousand five hundred by one hundred and sixty,qa_maths,['content:divide one thousand five hundred by one hundred and sixty'],qa,maths
9439,i want to listen to today's hits,play_radio,"[""radio_name:today's hits""]",radio,radio
9573,want to play music,play_music,[],music,music
9455,i want to listen to npr in the living room,play_radio,"['radio_name : npr', 'house_place : living room']",radio,radio
14898,who has won the most number of oscars ever,qa_factoid,['content:who has won the most number of oscars ever'],qa,factoid
12359,may i know the traffic situation,transport_traffic,[],transport,traffic
2666,what is the entrapreneur saying about homelessness in the seattle times article,news_query,"['news_topic : entrapreneur saying about homelessness', 'media_type : seattle times']",news,query
7748,erase all my event in my calendar,calendar_remove,['descriptor:all'],calendar,remove
5860,date in new york,datetime_query,['place_name : new york'],datetime,query
12501,alexa is traffic heavy on route eighty today,transport_traffic,"['place_name : route eighty', 'date : today']",transport,traffic
15529,tweet google customer service their products are inferior,social_post,"['media_type : tweet', 'business_name : google customer service', 'content:their products are inferior']",social,post
15594,send tweet to walmart,social_post,"['media_type : tweet', 'business_name : wallmart']",social,post
17128,enter new address in email form,email_sendemail,[],email,sendemail
4062,does this restaurant deliver,takeaway_query,"['business_type : restaurant', 'order_type:deliver']",takeaway,query
2571,will you please turn the lights off,iot_hue_lightoff,[],iot,hue_lightoff
2866,please see if chili's has delivery,takeaway_query,"[""business_name : chili's"", 'order_type : delivery']",takeaway,query
1906,decrease volume,audio_volume_down,[],iot,volume_down
215,tell me a date,datetime_query,[],datetime,query
9243,play the top forty station with rocket and theresa,play_radio,['radio_name : top forty station with rocket and theresa'],radio,radio
15728,write this complaint to comcasts customer service twitter,social_post,"['business_name : comcasts customer service', 'media_type : twitter']",social,post
8509,is there a chili cookoff this weekend,calendar_query,"['event_name:chili cookoff', 'date : this weekend']",calendar,query
14619,current forex rates,qa_currency,[],qa,currency
17155,reply to anthony's email,email_sendemail,"['to_person : anthony', 'setting:reply']",email,sendemail
12237,book taxi for now,transport_taxi,"['transport_type : taxi','time:now']",transport,taxi
4507,play songs related to acdc,play_music,['artist_name : acdc'],music,music
772,what are the news update on bbc,news_query,['media_type : bbc'],news,query
3382,call and order pizza for delivery,takeaway_order,"['food_type : pizza', 'order_type : delivery']",takeaway,order
1402,please play some jazz,play_music,['music_genre : jazz'],music,music
459,i am unable to hear you can you speak little loud,audio_volume_up,[],iot,volume_up
13838,can you help me find the answer to this question,general_quirky,['content:can you help me find the answer to this question'],qa,quirky
14303,how strong is the dollar compared to the peso,qa_currency,"['currency_name : dollar', 'currency_name2 : peso']",qa,currency
9667,please continue playing odd thomas by dean koontz,play_audiobook,"['player_setting : continue playing', 'audiobook_name : odd thomas', 'audiobook_author : dean koontz']",audiobook,audiobook
12071,olly how much are tickets at wonder works,recommendation_events,['business_name : wonder works'],recommendation,events
15016,what is the quickest route by boat to japan,transport_query,"['descriptor:quickest', 'transport_type:boat', 'place_name : japan']",transport,query
5083,create an alarm for six am,alarm_set,['time : six am'],alarm,set
4644,please turn down the lights,iot_hue_lightdim,[],iot,hue_lightdim
15611,i have bad experience with bugs in this hotel tweet this to customer service and give them link relevance to this topic,social_post,"['media_type : tweet', 'business_name : customer service', 'content:i have bad experience with bugs in this hotel and link relevance to this topic']",social,post
14216,convert ten inches to centimeters,qa_maths,['content:convert ten inches to centimeters'],qa,maths
15938,add this email to my contact list,email_addcontact,[],email,addcontact
15542,send a tweet to kroger about being overcharged for groceries,social_post,"['media_type : tweet', 'business_name : kroger', 'content:being overcharged for groceries']",social,post
3999,what is going on today,news_query,['date : today'],news,query
